# frequency, hf_mean, hf_min, hf_max
0.95046E+00 0.26727E-18 0.20685E-19 0.17245E-17
0.95348E+00 0.26784E-18 0.20729E-19 0.17281E-17
0.95650E+00 0.26840E-18 0.20773E-19 0.17318E-17
0.95954E+00 0.26897E-18 0.20817E-19 0.17355E-17
0.96259E+00 0.26954E-18 0.20861E-19 0.17391E-17
0.96565E+00 0.27011E-18 0.20905E-19 0.17428E-17
0.96872E+00 0.27068E-18 0.20949E-19 0.17465E-17
0.97180E+00 0.27126E-18 0.20994E-19 0.17502E-17
0.97488E+00 0.27183E-18 0.21038E-19 0.17539E-17
0.97798E+00 0.27241E-18 0.21083E-19 0.17576E-17
0.98109E+00 0.27298E-18 0.21127E-19 0.17613E-17
0.98420E+00 0.27356E-18 0.21172E-19 0.17651E-17
0.98733E+00 0.27414E-18 0.21217E-19 0.17688E-17
0.99047E+00 0.27472E-18 0.21262E-19 0.17725E-17
0.99362E+00 0.27530E-18 0.21307E-19 0.17763E-17
0.99677E+00 0.27588E-18 0.21352E-19 0.17801E-17
0.99994E+00 0.27647E-18 0.21397E-19 0.17838E-17
0.10031E+01 0.27705E-18 0.21442E-19 0.17876E-17
0.10063E+01 0.27764E-18 0.21488E-19 0.17914E-17
0.10095E+01 0.27823E-18 0.21533E-19 0.17952E-17
0.10127E+01 0.27882E-18 0.21579E-19 0.17990E-17
0.10159E+01 0.27941E-18 0.21625E-19 0.18028E-17
0.10192E+01 0.28000E-18 0.21670E-19 0.18066E-17
0.10224E+01 0.28059E-18 0.21716E-19 0.18104E-17
0.10256E+01 0.28118E-18 0.21762E-19 0.18143E-17
0.10289E+01 0.28178E-18 0.21808E-19 0.18181E-17
0.10322E+01 0.28238E-18 0.21854E-19 0.18219E-17
0.10354E+01 0.28297E-18 0.21901E-19 0.18258E-17
0.10387E+01 0.28357E-18 0.21947E-19 0.18297E-17
